caption,image_path,aesthetic_score
The lighting condition appears to be artificial as there are no natural light sources visible in the image. The shot type is a Medium Shot.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/KaatrinileVarumGeetham/shot_01296/frame_00001.jpg,0
The background appears to be an indoor setting possibly a room within a building. The room has a chandelier hanging from the ceiling which suggests it might be a formal or luxurious space. There are curtains in the background adding to the indoor ambiance. In terms of composition the foreground features three individuals engaged in what seems to be a conversation. One person is holding an object that resembles a trophy or award. The individuals are dressed in formal attire indicating a significant event or ceremony. The background is relatively simple with no prominent landmarks or objects that stand out. The relationship between the foreground and background is straightforward with the individuals in the foreground being the main focus and the background providing context for the setting.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/NammooraRaja/shot_01824/frame_00010.jpg,0
The image depicts characters that appear to be from an animated film likely set in India. The man is wearing a casual shirt and jeans which are common in contemporary Indian fashion. The woman is dressed in a blue top and pink skirt which could be considered a modern take on traditional Indian attire. The child is wearing a yellow shirt with a red superhero logo suggesting a playful and modern style. The setting includes elements like curtains and a globe which are neutral and do not indicate a specific cultural aspect. There is no clear indication of cuisine dance or other cultural practices in this particular scene.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/ToonpurKaSuperrhero/shot_00582/frame_00004.jpg,0
The image appears to be blank.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Asadhyudu/shot_02852/frame_00001.jpg,0
The image features an Indian woman wearing a red blouse and a yellow saree with a pink border standing next to an Indian man dressed in a white kurta. The woman appears to be speaking or singing as her mouth is open while the man is smiling warmly looking towards her. The background includes a wooden door and a framed picture on the wall.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/ThanthuVittenEnnai/shot_00933/frame_00001.jpg,0
The background appears to be indoors possibly in a room with posters or pictures on the walls. The composition includes two individuals one in the foreground wearing a red shirt and another person partially visible in the background. The relationship between the foreground and background suggests a close interaction likely a conversation or a moment of connection. There are no vehicles objects or landmarks visible in the image.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/DhoomDadakka/shot_00514/frame_00001.jpg,0
The background appears to be an indoor setting possibly a room or a meeting area. The composition includes four individuals in the foreground with one person partially obscured by another. The individuals are seated or standing close together suggesting a group interaction or discussion. There are no visible vehicles objects or landmarks in the background that can be identified. The focus is on the people and the background is relatively plain with some indistinct shapes and colors that could be part of the room's decor or furniture. The relationship between the foreground and background is straightforward with the individuals being the main subjects and the background serving as a neutral setting for their interaction.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Nammal/shot_00531/frame_00004.jpg,0
No the image does not have foreground blur.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/NammaVeetuKalyanam/shot_01126/frame_00006.jpg,0
This is a valid image.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/KoodiVazhnthalKodiNanmai/shot_01001/frame_00002.jpg,0
The image depicts two individuals dressed in traditional Indian attire. The person on the left is wearing a kurta paired with a dhoti while the individual on the right is adorned in a red lehenga choli. The setting suggests a cultural dance or performance possibly influenced by Indian classical dance forms. The vibrant colors and traditional garments indicate that the subjects are likely from India.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/LondonDreams/shot_01736/frame_00001.jpg,0
No the image does not have foreground blur. The image appears to be in focus with no noticeable blur.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Pudhalvan/shot_01042/frame_00009.jpg,0
This is a valid image.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Nammal/shot_01291/frame_00002.jpg,0
This is a valid image.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/NalaDamayanthi/shot_00169/frame_00003.jpg,0
This is a valid image.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/SambhavamiYugeYuge/shot_01612/frame_00008.jpg,0
This is a valid image.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Sudhandhiram/shot_01424/frame_00006.jpg,0
The image depicts a group of people gathered around a campfire at night. The individuals appear to be engaged in conversation or perhaps sharing stories as they are seated close together. The lighting from the fire casts shadows on their faces making it difficult to discern specific details about their expressions.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/AjayVijay/shot_00333/frame_00005.jpg,0
The subject in the image appears to be wearing a shirt with a pattern that suggests a casual everyday style commonly seen in India. The shirt has a blue base with what looks like white and possibly other colors in the pattern indicating a traditional yet modern design often associated with Indian attire. The person seems to be engaged in a conversation on a mobile phone which is a universal technology used across various cultures. There are no visible elements in the image that suggest specific cuisine art dance or traditional costumes making it difficult to pinpoint a more specific cultural context beyond the general attire.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/EePattanathilBhootham/shot_02281/frame_00005.jpg,0
This image contains text. Hence invalid.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/SecondMarriageDotCom/shot_00378/frame_00004.jpg,0
Yes there is foreground blur.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/GharGharKiKahani/shot_01035/frame_00004.jpg,0
Foreground blur.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/MounamKalaikirathu/shot_00990/frame_00007.jpg,0
This is a valid image.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Gangvaa/shot_00312/frame_00002.jpg,0
The background appears to be outdoors possibly in a forested area given the presence of trees and natural light filtering through. The setting does not resemble any specific landmark like a building museum palace castle park garden religious building monument theme park fort hospital police station market office road railway airport or bridge. In terms of composition the foreground features a person holding an object close to their face which could be a weapon or a tool. The person's head is partially obscured by the object they are holding. The background is blurred suggesting a shallow depth of field which focuses attention on the person in the foreground. There are no visible vehicles objects or other elements that stand out in the background. The relationship between the foreground and background is one of separation with the person being the main subject and the background providing context but not contributing additional details.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/KanneshwaraRama/shot_01932/frame_00004.jpg,0
This is a valid image.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Bhagyawan/shot_02532/frame_00001.jpg,0
The image depicts three individuals in what appears to be an Indian setting. The person on the left is wearing a blue shirt and a beige vest over it paired with a checkered scarf around their neck. The individual in the center is dressed in a uniform that suggests they are a police officer featuring a khaki jacket with badges and a beret. The person on the right is also in a khaki uniform holding what looks like corn on the cob. The background includes a colorful stall with a striped canopy which is typical of street vendors in India. The overall attire and setting strongly indicate that this scene is set in India.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/SatrangeeParachute/shot_00740/frame_00003.jpg,0
This is a valid image.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/OnduCinemaKathe/shot_00623/frame_00002.jpg,0
No the image does not have foreground blur. The focus appears to be on the couple in the middle ground with the background being slightly out of focus.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/BalePandiya/shot_01307/frame_00001.jpg,0
The lighting condition appears to be artificial as the scene is indoors with no natural light sources visible. The shot type is a Medium Shot capturing both individuals in the frame but not including the entire room.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/GandikotaRahasyam/shot_00785/frame_00003.jpg,0
The background appears to be an indoor setting possibly a shop or a market given the presence of shelves and what looks like merchandise in the blurred background. The composition includes two individuals in the foreground one wearing a white cap and a checkered garment and the other dressed in a dark shirt. The relationship between the foreground and background suggests a conversation or interaction taking place within this indoor environment. There are no visible vehicles prominent landmarks or other distinct elements that stand out in the image.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/TeraJadooChalGayaa/shot_01418/frame_00003.jpg,0
The subject in the image appears to be wearing a white shirt which is a common piece of clothing in various cultures. The setting suggests an indoor environment that could be indicative of South Asian decor given the style of the wall and the overall ambiance. The person seems to be engaged in an activity that involves their hands possibly related to food preparation or another task. The attire does not provide specific clues about the subject's cultural background or the type of cuisine they might be associated with. Therefore without more context it is not possible to definitively identify the cultural aspects such as cuisine art dance costumes or clothing with color.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Sevvel/shot_01912/frame_00004.jpg,0
The background appears to be an indoor setting possibly a room or an office given the presence of what looks like a window or glass partition in the blurred background. The foreground features a person holding a phone to their ear suggesting they are engaged in a conversation. The composition is focused on this individual with the background being out of focus emphasizing the subject in the foreground. There are no visible vehicles objects or distinct landmarks in the background that can be identified. The relationship between the foreground and background is one of depth with the person in the foreground sharply in focus and the background elements softly blurred.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Varadhanayaka/shot_02524/frame_00002.jpg,0
The lighting condition appears to be artificial as the scene is indoors with no natural light sources visible. The shot type is a Medium Shot focusing on the interaction between the person in white and the group of people sitting on the floor.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/NeeThandaKanike/shot_01321/frame_00001.jpg,0
artificial. Medium Shot.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Velaikkaran/shot_01948/frame_00010.jpg,0
The background appears to be an outdoor setting possibly in a rural area given the thatched roof structure visible behind the individuals. The composition includes two people in the foreground one wearing an orange garment and the other in a beige outfit with a blue checkered shawl. The foreground elements consist of these two individuals while the background features the thatched roof structure which suggests a traditional or rural setting. There are no vehicles buildings or other distinct landmarks visible in the image. The relationship between the foreground and background is straightforward with the individuals in the foreground and the thatched roof structure in the background.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Azhagesan/shot_00616/frame_00001.jpg,0
No the image does not have foreground blur.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/NeeBaredaKadambari/shot_01216/frame_00005.jpg,0
The image depicts three women standing together dressed in traditional attire. The woman on the left has her hair styled in braids and is wearing a light-colored outfit while the woman in the middle is adorned in a patterned saree. The woman on the right is dressed in a dark outfit with a distinctive design. Their facial expressions suggest they are engaged in a conversation or reacting to something off-camera.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/BhootBungla/shot_00040/frame_00007.jpg,0
The person in the image appears to be an Indian man wearing a blue shirt with an orange collar. His facial expression seems serious with his eyebrows slightly furrowed and his mouth closed. He is seated inside a vehicle as indicated by the visible car interior and window frame.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/KilukkamKilukilukkam/shot_01843/frame_00001.jpg,0
The lighting condition appears to be artificial as there are no visible natural light sources such as windows or sunlight. The shot type is a Close Up focusing on the wooden door and part of the interior room.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/JeenaSirfMerreLiye/shot_01892/frame_00005.jpg,0
No the image does not have foreground blur.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/BangaradaGudi/shot_00714/frame_00004.jpg,0
The image appears to be taken outdoors at night. The background is dark suggesting it might be in a natural setting like a forest or a park. There is a fire burning in the foreground which illuminates part of the scene. A person wearing a yellow jacket is standing near the fire and there is a motorcycle parked nearby. The composition includes the motorcycle in the foreground the person by the fire and the dark background. The relationship between the elements suggests a nighttime outdoor scene possibly a camping or hiking trip.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/AjayVijay/shot_01312/frame_00004.jpg,0
The lighting condition in the image appears to be natural daylight as indicated by the brightness and shadows present. The shot type is a Medium Shot focusing on the upper body of the person.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Snehithan/shot_01095/frame_00007.jpg,0
No the image does not have foreground blur. The background appears to be blurred but the foreground is in focus.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/AzhagarMalai/shot_00177/frame_00001.jpg,0
No the image does not have foreground blur. The hand is in focus and there is no indication of blur in the foreground.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/PoovaThalaya/shot_00558/frame_00004.jpg,0
The image shows two individuals seated inside a vehicle. The person in the foreground appears to be looking down possibly at something in their hands or on their lap while the person behind them seems to be looking forward perhaps focused on the road ahead. The setting suggests they might be traveling together.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/VaddanteDabbu/shot_00797/frame_00002.jpg,0
The background appears to be an outdoor garden setting with lush greenery plants and flowers. There are no visible buildings monuments or other landmarks in the background. The composition includes several people standing and sitting around a German Shepherd dog. The foreground features a small wooden table with some items on it including what looks like a book or magazine and possibly a drink can. The people are dressed in traditional attire suggesting a cultural or social gathering. The relationship between the foreground and background is that the people and the dog are in the foreground while the garden forms the background. There are no vehicles roads or other elements present in the image.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Azhagesan/shot_00368/frame_00001.jpg,0
Yes there is foreground blur.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Asadhyudu/shot_02015/frame_00002.jpg,0
The image depicts a scene with individuals dressed in traditional Indian attire. The woman seated on the right is wearing a Patola Saree which is characterized by its intricate weaving patterns in shades of gold and cream. The man standing behind her is dressed in a white shirt and blue jeans which is a blend of Western and traditional Indian fashion. The person to the left is wearing a Kurta a long tunic paired with a colorful jacket reflecting a mix of traditional and modern styles. The setting suggests a domestic environment possibly a family gathering with elements of Indian decor such as the staircase and wall paintings. The overall cultural context indicates that the scene is set in India.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/BadeMiyanChoteMiyan/shot_00934/frame_00002.jpg,0
The image appears to be taken outdoors at an event or gathering. The background shows a crowd of people standing behind a red vehicle which seems to be a car. The setting includes a mix of individuals dressed in various types of clothing suggesting a casual or semi-formal occasion. There are no prominent landmarks or buildings visible in the background that stand out as significant structures like a museum palace castle or religious building. In terms of composition the foreground features a group of people engaged in conversation with one person in a suit appearing to be addressing the others. The red vehicle is positioned to the right side of the frame serving as a backdrop for the scene. The crowd in the background adds depth to the image creating a sense of scale and activity. The overall impression is that this is a public event or meeting taking place on a street or open area.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Sudhandhiram/shot_02456/frame_00001.jpg,0
No the image does not have foreground blur. The focus appears to be on the subject's face which is sharp and clear.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/JantaHawaldar/shot_00547/frame_00002.jpg,0
The person in the image appears to be an Indian man as suggested by his attire and physical features. His facial expression seems contemplative or concerned with a slight furrow in his brow and a neutral mouth position. He is leaning against a barbed wire fence which suggests he might be in a restricted area or a place that requires security measures.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/AasaiAasaiyai/shot_01033/frame_00001.jpg,0
The image appears to be taken indoors with a blurred background that suggests an interior setting. The person in the foreground is wearing a red headscarf and a red garment with blue trim. The background is out of focus making it difficult to identify specific landmarks or objects. There are no visible vehicles buildings or other distinct elements in the background. The composition focuses on the individual with the background serving as a neutral backdrop to emphasize the subject.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/JodiNo.1/shot_00435/frame_00002.jpg,0
The individuals in the image appear to be dressed in traditional Indian attire. The person on the left is wearing a striped shirt with red and white colors which could be indicative of a casual or everyday wear. The person on the right is wearing a white shirt which might suggest a more formal or semi-formal outfit. The setting and attire suggest that the scene is likely from an Indian film or cultural context.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/NeneRajuNeneMantri/shot_00579/frame_00007.jpg,0
The image depicts statues that appear to be part of a traditional Indian cultural setting. The statues include figures dressed in elaborate attire which suggests a connection to Indian art and possibly a scene from an Indian epic or mythological narrative. The statues are adorned with jewelry and intricate details indicative of Indian craftsmanship. The background features a large horse-like figure which could be a representation of a mythical creature often found in Indian mythology. The text on the image identifies roles associated with the production of a film suggesting this is likely a still from an Indian movie. The statues are painted in colors such as white green and red typical of Indian artistic traditions. The overall style and elements point towards Indian culture.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/OruKidayinKarunaiManu/shot_00026/frame_00002.jpg,0
The image appears to be taken indoors possibly in a room with a window. The background shows an outdoor scene with some greenery and what looks like a building or structure in the distance. The composition includes the person in the foreground who is wearing a scarf and looking out of the window. The relationship between the foreground and background suggests that the person is inside a building looking out onto the outdoor scene. There are no visible vehicles objects or other elements in the image besides the person the window and the outdoor view.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/BiwiAurMakan/shot_01279/frame_00007.jpg,0
No the image does not have foreground blur. The focus appears to be on the individuals in the center of the image.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/MayandiKudumbathar/shot_02185/frame_00003.jpg,0
The background appears to be an indoor setting possibly a room within a building. There are some indistinct shapes and objects in the background that suggest furniture and possibly other people but they are not clearly defined. In terms of composition the foreground features two individuals who appear to be engaged in a conversation. The person on the left is wearing a purple and gold outfit while the person on the right is dressed in a white outfit with red accents. The background is relatively simple and does not contain any prominent landmarks or specific elements that stand out. The relationship between the foreground and background is straightforward with the two individuals in the foreground and the background elements providing context for the setting.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/UstadiUstadSe/shot_00953/frame_00001.jpg,0
The image appears to depict an individual in a dark setting with a focus on their profile. The lighting highlights the contours of their face creating a dramatic effect. There are no visible cultural elements such as cuisine art dance costumes or clothing that can be discerned from this image. Therefore there is no information to provide regarding the country culture or specific attire.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Billa/shot_01903/frame_00002.jpg,0
This is a valid image.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/MayandiKudumbathar/shot_02380/frame_00001.jpg,0
The lighting condition appears to be natural daylight as indicated by the brightness and shadows in the scene. The shot type is a Medium Shot focusing on the two individuals in the foreground.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/AnuragaSangama/shot_01067/frame_00001.jpg,0
Yes the image has foreground blur.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/ManikantanaMahime/shot_01826/frame_00003.jpg,0
The subject in the image appears to be wearing a white kurta which is a traditional garment commonly worn in India. The kurta is paired with a dark-colored shirt underneath suggesting a blend of traditional and modern attire. The background has a blue hue but no specific cultural elements can be discerned from it. The person depicted seems to be of Indian origin.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/SathyamSivamSundaram/shot_00883/frame_00001.jpg,0
The lighting condition appears to be low light and the shot type is a Medium Shot.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Asadhyudu/shot_01726/frame_00001.jpg,0
"The image depicts three men standing indoors. The man on the right appears to be speaking or gesturing with his hands raised while the other two men stand behind him observing attentively. The setting seems to be a room with a sign that reads ""MODERN BUILDERS"" visible in the background.",/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/BiwiAurMakan/shot_00318/frame_00006.jpg,0
The image depicts two individuals in an outdoor setting during what appears to be late afternoon or early evening given the position of the sun. The person in the foreground is wearing a plaid shirt which is commonly associated with Western fashion. The individual in the background seems to be wearing a darker top but the details are less clear due to the lighting and angle. There are no visible cultural elements such as specific cuisine art dance or traditional clothing that can be identified from this image. Therefore no further cultural descriptions can be provided.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Vamsam/shot_00542/frame_00001.jpg,0
The image shows two men one wearing a gray shirt and the other in a red outfit both appearing to be in a state of surprise or shock. The man in the gray shirt has his mouth open wide while the man in red is leaning against a wall with his hand on it also displaying an expression of astonishment. The background is a simple light-colored wall with horizontal lines.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/ChronicBachelor/shot_01266/frame_00002.jpg,0
The image features an Indian man wearing a striped shirt and a white vest with red stripes. His expression appears to be one of surprise or shock as his mouth is slightly open and his eyes are wide. The background shows green foliage suggesting an outdoor setting.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/AzhagarMalai/shot_01174/frame_00009.jpg,0
The background appears to be indoors possibly in a room with a window that has a grid pattern. The lighting suggests it might be daytime. The composition includes the person in the foreground who is wearing a light yellow top with ruffled sleeves and a necklace. The person's arms are crossed over their chest. The background is relatively simple with the window providing some depth and light. There are no visible vehicles objects or other people in the image. The relationship between the foreground and background is straightforward with the person standing in front of the window.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/JeenaSirfMerreLiye/shot_01335/frame_00004.jpg,0
This is a valid image.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/ThillanaThillana/shot_01802/frame_00001.jpg,0
This is a valid image.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Angaaraka/shot_00345/frame_00002.jpg,0
The image depicts two individuals in what appears to be an Indian setting. The person on the left is wearing a yellow shirt which is a common color for casual wear in India. The individual on the right has long hair which could suggest a traditional hairstyle often seen in Indian culture. The background features a metallic structure that might be part of a traditional Indian setting such as a temple or a historical site. The overall attire and setting suggest that the individuals are likely Indian.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/ParthanKandaParalokam/shot_00618/frame_00001.jpg,0
The lighting condition in the image is bright daylight. The shot type is Medium Shot.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/PongaloPongal/shot_02079/frame_00004.jpg,0
The lighting condition appears to be artificial as the scene is indoors with controlled lighting. The shot type is an Aerial Shot.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/AasaiAasaiyai/shot_00574/frame_00003.jpg,0
Yes the image has foreground blur.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Kinnerasani/shot_00098/frame_00009.jpg,0
The background appears to be an indoor setting possibly a room or a small hall given the presence of walls and a ceiling. There are no visible landmarks like buildings museums palaces castles parks gardens religious buildings monuments theme parks forts hospitals police stations markets offices roads railways airports or bridges in the image. In terms of composition the foreground features three individuals seated on what looks like a bench or a low wall. One person is standing and holding up a small object possibly a phone or a similar device. The background includes a wall with some decorations or posters and there is a hanging lantern. The overall scene suggests a casual gathering or meeting in a simple indoor environment.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/TananamTananam/shot_01642/frame_00005.jpg,0
The lighting condition appears to be natural as it seems to be daytime with no artificial lights visible. The shot type is a High Angle as the camera is positioned above the subject looking down.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/AaDekhenZara/shot_00270/frame_00001.jpg,0
The image features two men in the foreground one wearing a yellow shirt and the other in a dark jacket. The man in the yellow shirt appears to be speaking or reacting to something while the man in the dark jacket looks on attentively. In the background there are blurred figures of other individuals suggesting a public setting.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Himmatvar/shot_02313/frame_00003.jpg,0
The image depicts an indoor scene likely a home or a small living space. The room has a warm dimly lit ambiance with a reddish hue. There is a person standing in the doorway on the left side wearing a graphic t-shirt and dark pants. Another person is partially visible on the right side wearing a checkered shawl over a dark outfit. In the background there is a gramophone on a small table a vase with flowers and a painting of a dancer on the wall. The walls are adorned with various decorations including a mirror and a hanging lantern. The curtains have a floral pattern and there is a large water container and some utensils on the left side of the frame. The overall composition suggests a domestic setting with personal items and decor that reflect cultural or traditional influences.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/YogiDuniya/shot_00795/frame_00009.jpg,0
The image depicts a group of individuals engaged in a traditional dance likely from India given the attire and setting. The dancers are wearing colorful costumes including red kurta-pajamas and blue lehengas which are traditional garments. The presence of drums suggests a musical accompaniment to the dance a common feature in Indian cultural performances. The vibrant colors and the style of the costumes indicate a celebration or festival typical of Indian cultural events. The dance appears to be a form of folk dance possibly from a specific region within India known for its rich cultural heritage and traditional dances.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/MeghaveMeghave/shot_00699/frame_00002.jpg,0
This is a valid image.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/Dhanam/shot_01634/frame_00008.jpg,0
The image shows a group of people gathered near a swimming pool. Some individuals appear to be engaged in conversation while others seem to be observing the surroundings. The setting suggests a relaxed social atmosphere.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/AnuragaSangama/shot_01213/frame_00004.jpg,0
The lighting condition in the image appears to be natural as it seems to be taken during the day with visible outdoor elements like plants and a building. The shot type is a Medium Shot focusing on two individuals standing near an open door.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/MounamKalaikirathu/shot_00486/frame_00005.jpg,0
The image depicts a group of people gathered around a central figure who appears to be speaking or performing. The individuals are dressed in traditional attire suggesting a cultural or ceremonial event. Their facial expressions are attentive and engaged indicating their focus on the central activity.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/RajathiRojakili/shot_02418/frame_00002.jpg,0
The image depicts a group of people including an Indian woman in a red saree and another in a blue saree standing together. The woman in the red saree appears to be engaged in conversation with others while the woman in the blue saree looks on attentively. The setting seems to be outdoors possibly at a market or fair as indicated by the presence of stalls and a vehicle in the background.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/AbhiyumNaanum/shot_02051/frame_00004.jpg,0
The background appears to be an indoor setting possibly a room in a house or a similar domestic environment. There is a framed picture on the wall behind the two individuals which suggests a personal space rather than a public or outdoor location. In terms of composition the two individuals are positioned in the foreground with one person placing a hand on the other's shoulder. The background is relatively simple consisting mainly of the wall and the framed picture. There are no visible vehicles objects or additional elements that stand out in the background. The relationship between the foreground and background is straightforward with the individuals being the main focus and the background serving as a neutral setting for the scene.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/SarkarDada/shot_01681/frame_00010.jpg,0
The lighting condition appears to be natural as it seems to be daytime with light coming through windows. The shot type is a Medium Shot focusing on three individuals in what looks like an indoor setting.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/DharaniMandalaMadhyadolage/shot_01734/frame_00007.jpg,0
No the image does not have foreground blur.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/PottaPotti/shot_00829/frame_00003.jpg,0
The lighting condition appears to be artificial as the scene is indoors with controlled lighting. The shot type is a Close Up.,/data0/teja_codes/ImmersoAiResearch/MovieDatasetGeneration/Pipeline/output/images/AaDekhenZara/shot_01135/frame_00001.jpg,0
